TEAM NAMES,Series Number,Filename,Name,Description,Gender,attributes,UUID,Sha256 hash
,246,ukwu-nengi,ukwu nengi,Well endowed woman who will always make heads turn,Female,hair:dark brown; eyes:black and grey; teeth:none; clothing:orange;blue; yellow and black ankara; accessories:none; expression:straight faced; strength:smart; weakness:cunny;,32a9fc99-8b86-407d-9d66-2c9aaa8200e8,23e818a0ab2bd961cfe6e1f0c76a91ab64cc1f04a2190a342d0e6178f0e802b9
,247,nonso-malay,nonso malay,Nonso malay is an enterprising man who made his fortune after he travelled abroad,Male,hair:orange; eyes:squint; teeth:none and moustache; clothing:agbada; accessories:none; expression:mischevious smile; strength:action person; weakness:doesn't trust anyone;,573f741e-7dfd-4145-a532-2cbf0194c5bd,6c245dd2d266563c8cc768734a8910ab470f15540087513eacef7aaba523062e
,248,saro-texaco,saro texaco,An oil tycoon who dominates,Male,hair:none; eyes:black; teeth:white; clothing:agbada; accessories:cap; expression:smiling; strength:negotiations; weakness:stingy;,ba8a51d0-24d6-43fe-bf56-12eb50f6fc4a,3f0d8b973bb63978419389ccec6409b0d52653b43b4abfd8975de1f7ef9c720d
,249,akpos-agbero,akpos agbero,A Warri boy always in the mood for violence,Male,hair:none; eyes:black; teeth:rabbit front teeth; clothing:brown polo and blue pinafore; accessories:cap; expression:angry; strength:physically fit; weakness:short-tempered;,70875603-9e90-467f-9d44-af15f71b70e9,30ed7f19740a6c418fb5ef15cb8b3711eb12882ed600a44938650e21a1a82418
,250,kasali-danfo,kasali danfo,A danfo driver popular for his positive outlook of life,Male,hair:none; eyes:black; teeth:missing two front teeth; clothing:green polo and blue pinafore; accessories:chewing stick and bandana; expression:hopeful; strength:optimistic; weakness:over promises a lot;,afaa2a41-1bc0-47bf-acef-d9638d6c5369,9d7947968ac08db9851e61c538925359186852f70d037d8a19a0cc7e58318540
,251,osaz-benz,osaz benz,Osaz benz is an Edo born car dealer who buys only Mercedes Benz cars for his clients,Male,hair:red; eyes:black; teeth:gold tooth; clothing:white polo and blue pinafore; accessories:none; expression:unamused; strength:technology savy; weakness:reckless;,a11e8485-d8dd-4970-b0d3-cde7ab9f53e3,1a992887962737b95f15931cd8c459ecc410baa343b0e90ae4bb321ce467a4f1
,252,kareem-kasanova,kareem kasanova,Abuja big boy who knows he can get any lady he wants,Male,hair:none; eyes:black; teeth:none; clothing:agbada; accessories:bubble gum and cap; expression:charming; strength:chivalry; weakness:unfaithful;,9b765dd9-5d2f-4050-9583-4200e4b2d5d4,bc1e7384de950dff84f9fce81ec837da0ca37a5ab7a4aefa6452dee777bde7d8
,253,mayor-of-uyo,mayor of uyo,Essien is a top Lagos businessman who hails from Uyo,Male,hair:none; eyes:cyan and left side eyed; teeth:none; clothing:chieftancy; accessories:candy bar; expression:; strength:; weakness:loves women a lot;,6ae4ca87-8d71-48e5-8098-fc5241a0ba36,0a62ddb8098bf67577a5d8b6c6ac29e44d6a63a9b2740eaf27e32db90709993c
,254,chinedu-china,chinedu china,An Nnewi blooded spareparts importer and exporter with goods from china,Male,hair:none; eyes:cyan; teeth:none; clothing:tied wrapper; accessories:none; expression:smirking; strength:business acumen; weakness:brags a lot;,76a09cf1-b5fd-4bc0-bf61-0c0b9024b264,591f1719bb3f88cdfa3aa45bac301f06e52b794e6fc5bf927357c0b2c0682601
,255,papa-ekene,papa ekene,The oldest man of the Akwauzu clan,Male,hair:none; eyes:black; teeth:missing two teeth; clothing:ankara native top; accessories:chewing stick; expression:lighthearted; strength:always advising; weakness:talks too much;,8b8d34d0-3d41-4170-aa3f-755beae83b00,82f03ab8d1761a466b14e9804a0ffb0e3fc8575be0c09b5a47d32ecc4babb0f5
,256,ogbeni-rauf,ogbeni rauf,Minister of enjoyment for Freedom state,Male,hair:none; eyes:squint; teeth:gold tooth; clothing:agbada; accessories:cap; expression:grinning; strength:persuasive speaker; weakness:manipulative;,048f1180-33be-4a58-881e-22e7f0f96455,ee5623a1092c2bea50f6888e20d6fb688f792f04f6efd9f38535da1a5351a0ae
,257,koffi-banku,koffi banku,E be Charlie wey no dey use en stomach play,Male,hair:orange afro hairstyle; eyes:azure and bold; teeth:missing two front teeth; clothing:wearing ankara print with white inner; accessories:none; expression:anticipating; strength:cooks well; weakness:always hungry for food;,9699105f-607a-4c0b-81c0-373c6d35f4fe,fbed3470e7b275a86cc52825a98ac6b3524ccea5c27c3b944af4871bcb833a48
,258,alhaji-bello,alhaji bello,Rich hausa business mongul controlling half of cow production in Nigeria,Male,hair:none; eyes:squinting; teeth:missing a front tooth; clothing:ankara agbada; accessories:cap; expression:smiling; strength:wealthy; weakness:dishonest;,1f0839dd-b4c9-4adb-9328-a2b4ceff999b,bb1eb3f3ea9798b831ce7f07c5ecd53015b1de0cf1144cd6eb121f2fcfae38bf
,259,toju-mafejopami,toju mafejopami,Toju is a street hustler wey no like stress,Male,hair:none; eyes:closed; teeth:white with one gold tooth; clothing:yellow shirt with a blue jean pinafore; accessories:cap; expression:sleeping; strength:street smart; weakness:nonchalance;,3c733806-3fd3-4c49-afd1-97f6a0802485,0400e91694691efc95667a8b4bc8cf5858b1b5e64a3e9a2f056e8873722768be
,260,femi-maserati,femi maserati,"Rich kid who resides in lekki, known by everybody because he drives a Maserati",Male,hair:none; eyes:black and side-eyed; teeth:white; clothing:green polo and blue pinafore; accessories:bandana; expression:confident; strength:relatable and easily makes friends; weakness:shouts a lot,dc5bb7ae-6280-4038-a0cc-6f7ba98bc5cf,b69f75d72818c765e39e160e9024484b99f82bb57cdd49b9d62c9e7673f86675
TEAM POWERDRILL,261,paul-the-comedian,paul the comedian,Paul trying hard to make everyone laugh so hard and fall off the chair,Male,hair:black; eyes: glasses; teeth: none; clothing: black and yellow v neck; expression: cool; strength: trustworthiness; weakness: slow,f8112915-64ca-41e5-9ca4-5b60c47d7a01,ebafa86e6e9b00bc6c0eb8002cda5017e8caeb69ceecee0027dcd723aab6d2ab
,262,amina-lagos-housewife,amina lagos housewife,Amina is always showing the rich housewife vibes,Female,hair:red; eyes: blue; teeth: none; clothing: blue and yellow ankara; expression: straight face; strength: fashionista; weakness: exorbitant,5612f542-d85e-4a2c-8661-20553dfd07bf,08cc88d85600aac5a47b87314eddc037e2f667b399c7ab4d17fa6578b0d8a873
,263,kiekie-the-asoebibella,kiekie the asoebibella,Kiekie is classfied as the life of the party,Female,hair:purple; eyes: grey; teeth: none; clothing: blue and yellow ankara; expression: smile; strength: helpful ,097014d5-0ef3-46f5-9a9b-5c01f70114b3,5be06853955e03e3d5939c19999c4ca169f49702518a473ae11bd7363ff72185
,264,kunle-the-hunter,kunle the hunter,Kunle goes for the best and hits all his targets at bull's eye,Male,hair:black; eyes: blue; teeth: none; clothing: one handed yellow ankara; expression: smile; strength: fast; weakness: cannot speak english,b0310fc2-4bed-48e5-abfc-566c964786d7,ead8efd16374529be64bfde71bdcbfab350506ac3bb00ca0894ed07703ef1bf7
,265,amara-the-hairstylist,amara the hairstylist,Amara is truly your one stop shop for all your hair & beauty needs.,Female,hair:purple; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: multitasker; weakness: unfriendly,412345b9-7e04-4102-af7c-5458721ac64d,f65ac7601aca9f79a3d398b26845a117a77debb11c2e01c46969aadd84456636
,266,mary-nail-technician,mary nail technician,Mary makes magic with her press-on nails,Female,hair:red; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hustler; weakness: uncoordinated,17ea9c3b-c90f-4023-84d6-d563c098b030,d2c268b62a485936cfe2289488849a766832e8f0d37f0af7fddaa304a2faf13e
,267,odogwu-oil-contractor,odogwu oil contractor,"From Malaysia to Kaduna, Odogwu's oil is known.",Male,hair:black; eyes: black with glasses; teeth: none; clothing: brown and gold guniea; expression: none; strength: hustler; weakness: taking criticism ,b503bbfb-f972-4d4a-9352-e9dfe6671d36,fdab99a7d95d04978fe757b84b56b4a0443943b1b9d60fa39ee17e5027ba9be2
,268,simisola-the-kenteprincess,simisola the kenteprincess,Simisola rocks kente even in swim outfits,Female,hair:brown; eyes: blue; teeth: none; clothing: multicolour yellow kente; expression: smiling; strength: patience; weakness: self-criticism,45843017-b421-4413-8e35-7a6ef073f2b9,00eab0deaebf2a649bba5ebf8faa028712b99db708d1067865b2e996ebcde9a6
,269,mariam-beauty-queen,mariam beauty queen,Beauty is a fairy tale where Mariam appears.,Female,hair:orange; eyes: grey; teeth: none; clothing: multicolour yellow kente; expression: straight face; strength: disciplined; weakness: inability to delegate,b7d96d97-84c2-485f-b60e-e4e86c4d3b34,1497f695a76d891eb73598324a3572d0012c277a7d157d46c98b39b8b5a540b8
,270,obinna-the-musician,obinna the musician,Obinna might never be an a-list artist,Male,hair:black; eyes: black with glasses; teeth: none; clothing: red v-neck ankara; expression: none; strength: delegation; weakness: lack of experience,afdb0299-327c-46b2-9262-faf90f0fcd12,8d17697d6c79aa91c4f32b05312282066cf8157b3114571501fa0aa8f5eabbf5
,271,sandra-the-shybaby,sandra the shybaby,Sandra is too shy at parties,Female,hair:orange; eyes: blue; teeth: none; clothing: yellow off shoulder; expression: none; strength: friendly; weakness: shyness,bfed40a8-74f7-4ada-ae18-975130247efa,913bf12d7c161db4e2eee561819f5fa9cf71a6b3531af5f42dc3dfafa6f50083
,272,chiamaka-the-dancer,chiamaka the dancer,Chiamaka dances so well and earned the Guinness world record.,Female,hair:black; eyes: grey; teeth: none; clothing: yellow off shoulder; expression: none; strength: creativity; weakness: lack of confidence,43c49497-8d7b-42ef-bb29-769f6c3b0ada,fe9565b24bb84c963482628287802e414443510ce569f1eac5ec49e0c11cc41f
,273,mensah-fashion-icon,mensah fashion icon,Mensah outfits are always giving us Christopher Hemsworth vibes.,Male,hair:black; eyes: black with glasses; teeth: none; clothing: gold with kente; expression: none; strength: public speaking; weakness: lack of experience,87ada09b-38ac-475c-8d46-18680c2dc795,919adc66035ad1c32927e3454b7189ca234fb4f1ae1cf9a202a10f74c5a22a19
,274,lucy-the-fumigator,lucy the fumigator,Lucy is nicknamed the pest hilter,Female,hair:red; eyes: blue; teeth: none; clothing: multicolour ankara; expression: none; strength: determination; weakness: self-criticism,c7269d44-aab3-41e7-a54f-18a14f575a6b,e71c1aab546035b59e1cc228dd884ba0aa403a82ad5b3138d67cb6dd95f57162
,275,nneka-wedding-planner,nneka wedding planner,Nneka plans the best weddings with great details.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: multicolour ankara; expression: none; strength: hard worker; weakness:analytical skills,31ac6b7a-e378-4dc3-999d-b9e8d8473f99,99d76a98aa3caaf330015fa3179e7a70a4815cebed72fda6057db4180531b4a6
,276,shakira-the-gangster,shakira the gangster,Shakira is the most feared criminal.,Female,hair:brown braids; eyes: grey; teeth: none; clothing: gold and brown; expression: none; strength: intentional; weakness: rash in decisin making,dbdc1351-aa07-46e2-935f-2db071b1b23d,e20c75d38563d74c860f245a1ee3c80f6d7e85b23f8e3d396ee90d8de16ec037
,277,lola-afropopping-princess,lola afropopping princess,Lola licks lollipops like an afropop queen,Female,hair:brown afro; eyes: closed; teeth: none; clothing: black ankara; expression: none; strength: great communicator; weakness:writing,2f5cadae-e423-4478-8220-37b3ac144169,c38819ef2d42010db2e765972b6aea4aa7de63bcb80e4fa8ad04a16cb1ca4a7d
,278,sharon-walking-dead,sharon walking dead,When tired Sharon walks like the dead,Female,hair:dark brown; eyes: closed; teeth: open teeth; clothing: blue ankara; expression: loud; strength: people skills; weakness:empathy,1fc37341-7dd1-480c-a01b-a63bee0a2230,434fc2346d475d043741940f7012589bcf5f058816d9c69f61f03a2cbb657364
,279,olivia-great-teacher,olivia great teacher,Students enjoys Olivia's classes,Female,hair:dark brown; eyes: closed; teeth: none; clothing: multicolour ankara; expression: none; strength: empathy; weakness: computer literacy ,cfc4419e-bd46-40f6-9654-632ac1138ff1,d3f129320a9e15a0e2688e6f569b7e4c8f1c61c67f704a68cc9eec84da2e663d
,280,nicole-sleep-warrior,nicole sleep warrior,"Nicole holds the sleep award in our community, she wouldn't wake up at the sound of a detonated nuclear bomb.",Female,hair:black; eyes: closed; teeth: none; clothing: multicolour ankara with red base; expression: none; strength: leadership; weakness: initiative ,710ae821-4603-4124-bd60-a33b515b3b8d,c12a08897614b86021b00d8247839338a330d7342c4ef1a417f18a8e7af45a86
TEAM HYDRAULICS,281,busola-the-shakara,busola the shakara,She is a fashion icon that loves luxurious items.,Female,hair: brown eyes: shades teeth: closed clothing: yellow and blue ankara accessories: shades expression: passive strength: confident weakness: over-spending,ec4a855a-5ceb-4f1b-bbd7-a995aa45e875,3c00405a31ffc502def30b23270c66c64d4985519d2cdf07e45d30ce1191c599
,282,bella-the-artist,bella the artist,A lady that host a fashion week show,Female,hair: blond eyes: shades teeth: closed clothing: black and yellow ankara accessories: shades expression: straight-face strength: creativity weakness: perfectionist,48772412-dacb-4984-9e82-8d24fe101265,eaa3e95aaf79659e44928ec842c740b0eb49cdec193c17246d333f56a9cf7ead
,283,queen-the-extrovert,queen the extrovert,A woman who enjoys being high all the time,Female,hair: brown eyes: shades teeth: closed clothing: multi-colored ankara accessories: shades; smoking pipe expression: sassy strength: self-assured weakness: conceited,1712532a-20d9-4ccb-8582-bffd76c9fb67,b890e8c3d832f259e9fe81ddbdc6de0ebf5d176655292f8187e3ca729fe16862
,284,mary-toxic-lady,mary toxic lady,A lady who's toxic around people,Female,hair: two buns eyes: shades teeth: white clothing: animal prints accessories: shades expression: angry strength: bully weakness: insecurity,bc31af8d-c45d-4797-adfc-596fb22e4e3a,9f6b511205f44f6a92a9b2526de5f697b053f14b19539a8ec00172c95b45c063
,285,elizabeth-the-richkid,elizabeth the richkid,A university undergraduate from a rich background,Male,hair: blond eyes: shades teeth: closed clothing: blacktop accessories: shades expression: straight-face strength: wealth weakness: lack of real friends,21fad782-1b6f-4c2d-b157-9fdb9355c876,a7c5247c2b2fef09cc7b7e1bf48ce6cf907626229798f12fbd6a109de088ae0a
,286,larry-the-westerner,larry the westerner,A Yoruba Man who smokes his pipe in peace,Male,hair: covered eyes: white teeth: closed clothing: purple and yellow agbada accessories: cap; smoking pipe expression: passive strength: likes to be in control weakness: lazy,d4984fa6-dabf-409f-839f-76742ec71500,8eef08d7a0c51773beee8a969053f0105251af56098d04d2c3d1871479fa3d8f
,287,danjuma-the-shocked,danjuma the shocked,A pensioneer who got told his bank is on distress,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: shyness,0187ca7f-f3b1-42ae-9e17-c46d58617608,dda2dfaaf1d827c1c5e76cfdfc64464fbb223a0c0f7d47556815c2bf98bcf5c7
,288,yomi-the-fashionista,yomi the fashionista,Winner of the Lagos GT Bank fashion week.,Male,hair: covered eyes: white teeth: white clothing: wrapper across one shoulder accessories: cap expression: shocked strength: hard-worker weakness: lack of wealth,16d256ba-dc4e-4559-ae41-59779f351ad3,02fd47f8ccd68f3a1eec846b27e467a966fc6d16f2d9212842548bfe3e09310d
,289,ibu-the-importer,ibu the importer,A rich igbo trader who imports goods in onitsha market,Male,hair: covered eyes: light blue teeth: white and a gold tooth clothing: isi-agu accessories: cap expression: straight-face strength: wealth weakness: irrational,d3edc876-3f2f-4699-a376-0787bb06c5d5,660c324fabd76131f446f1a08c2e7dbc7efbc462d31a2414cb7fde2c90629be3
,290,massa-the-ghanian,massa the ghanian,A rich Ghanian trader.,Male,hair: covered eyes: closed teeth: white clothing: akan accessories: cap expression: happy strength: wealth weakness: irrational,9a9a5fbd-7a3c-469c-95f2-50303c2e9fc8,c1823c047d766a9ee7b3698dec217f9f01a87946143a66217e8db732d9db48f1
,291,james-the-musician,james the musician,A yoruba juju artist,Male,hair: brown eyes: closed teeth: white clothing: akan accessories: none expression: happy strength: good voice weakness: womanizer,0d4ad447-3836-47cd-8387-066b200cda01,8fce4d148554792c326dd2aa7e122c6a66dec440c8ea24a9d00495a159a3abf6
,292,gbenga-titled-man,gbenga titled man,A yoruba chief who is also a car dealer,Male,hair: covered eyes: light blue teeth: white with a gold tooth clothing: akan accessories: none expression: emotional strength: friendly weakness: deceitful,dc6c1a39-ec78-44ca-8296-68c6de7b5de4,7863dcaf1627e012c4dab2f2ee6c5e581a6bbd850e8981ad1c9c7306ec8ff0e5
,293,abaga-the-rapper,abaga the rapper,A flashy millionaire and a music rapper,Male,hair: covered eyes: closed teeth: white clothing: dongri and yellow t-shirt accessories: cap expression: happy strength: wealth weakness: recklessness,c428411c-5a06-4b74-bd17-e53b76f9fc6c,dbe73ae266e07cf6cc3fd9568cf4a28ebe86bab684430c2893086fde5de86689
,294,izuchukwu-the-fisherman,izuchukwu the fisherman,A fisherman who knows how to paddle well,Male,hair: covered eyes: closed teeth: white with a gap tooth clothing: green shirt accessories: cap expression: dozzy strength: great body-build weakness: drunkard,15e1caf2-06b3-45d8-9b35-f95965b64e34,116f5a728676cb146e40caad578e94cb46b2293673b32f12099f320018846bfc
,295,mark-the-philanthropist,mark the philanthropist,A London based philantropist.,Male,hair: brown eyes: white teeth: closed clothing: white and blue shirt accessories: none expression: irritated strength: philanthropist weakness: anger issues,b48cbd98-96c2-4ec4-9d17-2c798be5b90f,d28041c6552cdc3d2622476e9dae04d0944c291196a2166cceec9d6232dc7711
,296,desmond-the-politician,desmond the politician,A young politician who just became a minister,Male,hair: covered eyes: grey teeth: closed clothing: yellow and purple agbada accessories: ila expression: smirk strength: team player weakness: deceitful,c52d4fbb-622b-4e2b-85a9-1a1d0f3d97d6,741b8f910b0869ec2dffc46e56b8817590597a8e14d51e65a6894218a51eece5
,297,okoro-the-bachelor,okoro the bachelor,A local palm wine tapper with hopes and dreams,Male,hair: covered eyes: grey teeth: white and a gold tooth clothing: wrapper across one shoulder accessories: cap expression: pretense strength: motivated weakness: poor,e441439d-49a3-41eb-bf9d-3c7f98c268bf,48f9cfdd893577d167dab8d792e389716d569bb6cc7848bae436fb1fe9189f2f
,298,saro-the-clothemaker,saro the clothemaker,The yoruba man that stole the king's wife.,Male,hair: covered eyes: grey teeth: white clothing: red and yellow agbada accessories: cap expression: straight face strength: good-looking weakness: womanizer,7e10af4e-1252-4f96-83a8-78411e152bae,6e47a3cb17eb80cc2c72b409399f582b6cd25dd00d8d769bec1ca3ce6d27fd42
,299,kalu-the-ichie,kalu the ichie,A man of wealth with afluence spreading all over the east,Male,hair: covered eyes: sky-blue teeth: white clothing: orange plain and pattern shirt accessories: cap expression: happy strength: wealth weakness: pride,482ab247-73a4-4ff8-9172-732f3d0729b8,9facea0c0612442ad04b8625311390f69eababb89776645247010d5ee030f3d3
,300,tamuno-the-prince,tamuno the prince,An Ijaw prince who is also the heir to the throne,Male,hair: covered eyes: sky-blue teeth: closed clothing: akan  accessories: cap expression: straight-face strength: caring weakness: easily deceived,108447d1-f2d5-4816-8ebb-599286c3fabf,87198f181a485297908ee5f7476f6c4f500eabd9ba8d5eb96cfe675a41b3210d
TEAM SCALE,301,wendy-the -banker,wendy the  banker,"Wendy loves working in the bank, as she gets to meet different people.",Female,hair: dark red   eyes: blue  teeth:none  clothing: blue and yellow ankara   accessories: none  expression: shocked  strength: none   weakness: none ,587645e2-5ace-11ed-9b6a-0242ac120002,6f339e1be7218539555dde9c7bbaaf8d6b8408f5021dfdbb762ba3632de949ca
,302,uduak-the -dark horse,uduak the dark horse,Uduak looks innocent and has the whole apartment bugged,Female,hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none ,58764862-5ace-11ed-9b6a-0242ac120002,b79e23181c372aad0bafe243c5a8a85ac59cc545747e627ffe3fffe8cd620437
,303,timeyin-the -eccentic,timeyin the eccentic,Timeyin is as eccentric as they come with no care for others opinions,Female,hair: brown   eyes: blue   teeth:none   clothing: multi-colored ankara  accessories: smoking pipe  expression: high  strength: none   weakness: none ,58764a2e-5ace-11ed-9b6a-0242ac120002,9f66c17f1f6e9c1aec8a590206af5affdaeccc2c070efa7c18185e8c7909a240
,304,omawunmi-the -businesswoman,omawunmi the businesswoman,Omawunmi is a no-nonsense woman with a shop in idumota,Female,hair: pink   eyes: blue   teeth: white teeth   clothing: yellow ankara  accessories: none  expression: angry  strength: none   weakness: none ,58764b78-5ace-11ed-9b6a-0242ac120002,600d52da6c8494811b548ecb70d5a2584d5aacaec72055400709f85c03f3e3f6
,305,halima-the-housewife,halima the housewife,Halima loves to bake and cook for her children,Female,hair: brown  eyes: blue   teeth: none   clothing: ankara designed with yellow; red and green  accessories: none  expression: tired   strength: none   weakness: none ,58764d8a-5ace-11ed-9b6a-0242ac120002,ee27aa90b9669e5394be49d4a09b331ac6af937b61178bd4e2ab478fea9cb261
,306,muna-the -block sister,muna the block sister,Muna loves to tell everyone in the block about her younger escapades,Female,hair: black  eyes: blue   teeth: none  clothing: wolf-skin ankara  accessories: headgear  expression: shocked  strength: none   weakness: none ,58764ea2-5ace-11ed-9b6a-0242ac120002,d4610786e1789edcff57f282c8783ef483f942b81dc80e830b1769be1d1b8c0f
,307,stella-the -gossip,stella the gossip,Nobody gossips on the block like stella when smoking.,Female,hair: red  eyes: covered eyes  teeth: none  clothing: black ankara with bright design   accessories: none  expression: calm  strength: none   weakness: none ,58764fd8-5ace-11ed-9b6a-0242ac120002,319ab9e1ffcad2c9ba9e2ea4721ce53b5cb3d0381d9f1ed025baff5af4bd5c21
,308,agbani-the-wannabe,agbani the wannabe,Agbani loves to shop antique ndecorations for her mansion in idi-iroko,Female,hair: purple hair  eyes: covered eyes   teeth: none   clothing: blue one-armed dress   accessories: none  expression: happy  strength: none   weakness: none ,5876542e-5ace-11ed-9b6a-0242ac120002,122376d41d036d43b5173fe472d0027ba29a8b8184bd20b7eb6728d94717091a
,309,asante-the -warrior,asante the warrior,Asante came from along line of warriors in Ghana,Female,hair: pink braids  eyes: covered eyes   teeth: none  clothing: one-armed brightly colored dress  accessories: none  expression: calm   strength: none   weakness: none ,58765578-5ace-11ed-9b6a-0242ac120002,a78b6b121eedc0f9ebf67e16443cbbd1add632afee2a06e80865776bbece4c9f
,310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,hair: pink   eyes: covered eyes   teeth: none   clothing: multi colored ankara   accessories: none  expression:calm   strength: none   weakness: none ,5876569a-5ace-11ed-9b6a-0242ac120002,837a5e5f0e488c32ea200699d737739e7086e1a121e8698bc8521e958a7d3322
,311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,hair: dark brown   eyes: brown eyes  teeth: none   clothing: blue and yellow ankara  accessories: none  expression: shocked   strength: none   weakness: none ,587657a8-5ace-11ed-9b6a-0242ac120002,c5fc8692770d44e5d14f162980b7c1ae5a99530cfa8545bd3d1a24d062aeda41
,312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,hair: pink  eyes: brown  teeth: none  clothing: multi-colored ankara  accessories: smoking pipe  expression: strong  strength: none   weakness: none ,587658ca-5ace-11ed-9b6a-0242ac120002,a2dd3667d6b1447a8d01ba5edf80ed086652da7dc4ecedfbd4103afc3471b5e7
,313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,hair: brown   eyes: brown   teeth :none   clothing: multi-colored ankara  accessories: none  expression: witty  strength: none   weakness: none ,58765adc-5ace-11ed-9b6a-0242ac120002,ed3849cf8b626e8536fec7f94770e25d71f7592d8ebc62b97b35ef68d3b8d6d1
,314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,hair: brown  eyes: brown  teeth: none  clothing: yellow ankara  accessories: none  expression: calm  strength: none  weakness: none ,58765bea-5ace-11ed-9b6a-0242ac120002,7649be8fde2f0ac99de7006790492b7dfbdaaf9ce751c7fda74a02240cd24087
,315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,hair: pink  eyes: brown eyes  teeth: white teeth  clothing:yellow; greem and red ankara   accessories: none  expression: furious   strength: none   weakness: none ,58765d02-5ace-11ed-9b6a-0242ac120002,489f12e3dd02f9cb794ca299a7d9d138beb3b5fe7d5d453aa4ac763024b9628b
,316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,hair: grey   eyes: covered eyes  teeth: none  clothing: black ankara with bright designs  accessories: yellow glasses  expression: hip   strength: none   weakness: none ,58765e24-5ace-11ed-9b6a-0242ac120002,a9ab8b286a2ded5b5d0ad14d0f597e8ea27f7a44f660a83788d8760823e959f4
,317,janet -is always -found singing ,janet the singer,Janet is always found singing in whatever activity she’s doing,Female,hair: purple   eyes: covered eyes  teeth: none  clothing: yellow and blue ankara  accessories: yellow glasses  expression: cool  strength: none   weakness: none ,cef902bc-5afc-11ed-9b6a-0242ac120002,d18eb04a33af84820a3d7e44ccf699cf0fc91c8111c9ef19a6b3737f535884ba
,318,emi-the-reggae-girl,emi the reggae girl,EMi is a beautiful dancer,Female,hair:pink braids   eyes: covered eyes   teeth: none  clothing: multicolored ankara  accessories: yellow glasses  expression: happy  strength: none   weakness: none ,cef9060e-5afc-11ed-9b6a-0242ac120002,8cc19cf089022b8e2473dd71eec24a4afc70138cce091e5de6c0b89f1b322c95
,319,aisha-love-the-life-of-the-party,aisha love the life of the party,Aisha always party during the weekend,Female,hair: red   eyes: covered eyes  teeth: none  clothing: wolf-skin ankara  accessories: yellow glasses  expression: hip  strength: none   weakness: none ,cef907a8-5afc-11ed-9b6a-0242ac120002,485480e5d0320582c800fdfff686de38277a9121abb5c7ae71e5105c720eb27e
,320,amaka-the-tailor,amaka the tailor,She sews the most beautiful dress in the hood,Female,hair:grey  eyes: covered eyes   teeth: none  clothing: black dress  accessories: yellow glasses  expression: happy  strength: none   weakness: none ,cef9091a-5afc-11ed-9b6a-0242ac120002,52d65bf70757879c38c61952a0f3104e0d65a17e7c8406a2072ccf79d1e7e19c
TEAM SANDPAPER,321,omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,Male,hair: bald eyes: tearyteeth: noneskin: brownskinclothing: checked ankara accessories: none expression: teary strength: powerful weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,ea2a45229659a1dcad92d207420a4d8ac0c1fb18621a503055809344337d867f
,322,kamau-the-sleeper,kamau the sleeper,closed eyes meditating,Male,hair: blad eyes: closed teeth:  noneskin: brownskin clothing: black ankara accessories: none expression: flat strength: open to suggestion weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,1107900203a512030a42307e11adfda678459c31b993f85a38bfd88fe43f6724
,323,mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,Male,hair:bald eyes: closed teeth: none skin: brownskin clothing: yellow ankara accessories: none  expression: tired strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,4881845b8271ddcd27b2150e654ff707d5fde8634bb3eabc9aff6615ebc4ef0f
,324,omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,Male,hair:bald eyes: sharp eyed teeth: none skin: brownskin clothing: green ankara accessories: none expression: alert strength: leader weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,657b19d1996a3ee0d431c59a69eb79af5cd8500931a17c327ffcdd1dc13f8eda
,325,barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,Male,hair: bald eyes: blue teeth: none skin: dark skin clothing: brown ankara accessories:none expression: awake strength: strong willed weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,5c266e6312461114a6dde1abcb4de3fcedef51b6ae39a25d8148636fece77459
